LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
15000,18500.0,19000.0,DebtCon,Other,2.0,0.0,1.0,20.166666667,0.0,2.0,
15000,71269.0,97500.0,DebtCon,Other,9.0,0.0,0.0,118.16666667,1.0,19.0,
15000,96931.0,137390.0,DebtCon,Other,0.2,0.0,0.0,114.86666667,1.0,16.0,
15000,,48800.0,DebtCon,Office,2.0,0.0,0.0,86.266666667,2.0,9.0,
15000,53000.0,83400.0,HomeImp,ProfExe,5.0,0.0,0.0,120.3,0.0,13.0,
15000,95300.0,135700.0,DebtCon,Office,3.0,,,115.66666667,3.0,16.0,
15000,89200.0,114750.0,DebtCon,ProfExe,11.0,0.0,0.0,114.6,0.0,27.0,
15000,109000.0,155000.0,DebtCon,Office,0.0,3.0,2.0,105.5,1.0,28.0,
15000,42006.0,,DebtCon,Other,10.0,0.0,1.0,75.333333333,0.0,33.0,
15000,6124.0,35000.0,HomeImp,Other,1.5,1.0,0.0,91.266666667,0.0,5.0,
15000,54294.0,85460.0,DebtCon,Other,18.0,0.0,3.0,118.66666667,1.0,23.0,
15000,,26100.0,DebtCon,Other,1.6,0.0,1.0,105.46666667,17.0,20.0,
15000,68000.0,96000.0,DebtCon,Mgr,12.0,0.0,3.0,109.56666667,0.0,24.0,
15000,62100.0,40000.0,DebtCon,ProfExe,1.0,0.0,0.0,111.6,2.0,13.0,
15000,166000.0,182175.0,DebtCon,Unknown,3.5,4.0,0.0,74.066666667,2.0,14.0,
15000,47000.0,73900.0,DebtCon,Office,2.0,1.0,5.0,73.1,1.0,16.0,
15000,82000.0,130000.0,DebtCon,Mgr,18.0,0.0,5.0,122.73333333,10.0,19.0,
15000,77544.0,102000.0,DebtCon,Sales,4.0,0.0,0.0,11.7,2.0,35.0,
15000,73187.0,111623.0,DebtCon,Other,4.0,0.0,0.0,98.139893685,2.0,14.0,36.237233671
15000,65584.0,92582.0,DebtCon,Other,10.0,0.0,0.0,82.948973217,2.0,10.0,34.317240799
15100,45351.0,65481.0,DebtCon,Other,4.0,0.0,0.0,91.715292521,9.0,18.0,39.070153046
15100,73505.0,109656.0,DebtCon,Other,5.0,0.0,0.0,81.964151286,2.0,13.0,36.461210536
15100,72645.0,106343.0,DebtCon,Other,5.0,0.0,0.0,80.772149906,2.0,13.0,34.475596781
15100,68043.0,80686.0,DebtCon,Office,4.0,0.0,0.0,119.67249086,1.0,20.0,21.418227456
15100,,57940.0,DebtCon,Office,0.0,0.0,0.0,86.894929919,1.0,8.0,38.850348541
15100,54000.0,77542.0,HomeImp,ProfExe,13.0,1.0,1.0,122.56666667,1.0,26.0,
15100,38549.0,59853.0,DebtCon,Unknown,5.0,0.0,0.0,104.18324735,2.0,9.0,29.141862813
15100,60264.0,87110.0,HomeImp,ProfExe,5.0,0.0,0.0,111.39938495,0.0,13.0,26.062043252
15100,45579.0,54065.0,DebtCon,Other,,0.0,0.0,79.757390313,0.0,15.0,41.447331871
15100,26196.0,45657.0,HomeImp,Other,9.0,0.0,0.0,86.716593393,1.0,12.0,29.321754466
15100,39679.0,62674.0,DebtCon,Unknown,5.0,1.0,0.0,95.599100855,1.0,9.0,28.505590561
15100,,32289.0,DebtCon,Other,13.0,,,81.954054827,1.0,9.0,33.534708383
15200,44414.0,60098.0,DebtCon,Unknown,4.0,1.0,0.0,105.74964198,2.0,9.0,27.375269408
15200,59544.0,86360.0,HomeImp,ProfExe,5.0,0.0,0.0,120.13670832,0.0,12.0,27.616333832
15200,69320.0,89644.0,DebtCon,Other,11.0,0.0,0.0,91.743482377,2.0,11.0,31.114929746
15200,20005.0,39605.0,DebtCon,Mgr,8.0,0.0,0.0,96.734902994,0.0,10.0,21.74161074
15200,96341.0,118734.0,DebtCon,Other,1.0,1.0,,90.732780399,1.0,26.0,39.140055969
15200,40341.0,58834.0,DebtCon,Other,,0.0,0.0,100.01445522,0.0,15.0,41.102676905
15300,57840.0,86903.0,DebtCon,Other,0.0,0.0,0.0,110.82722442,4.0,11.0,38.826177523
15300,39065.0,54970.0,DebtCon,Other,,0.0,0.0,73.756690232,0.0,15.0,41.823084717
15300,79541.0,94973.0,DebtCon,Other,5.0,2.0,0.0,76.2075921,0.0,20.0,22.902506621
15300,42100.0,65000.0,DebtCon,Other,7.0,0.0,0.0,95.333333333,3.0,15.0,
15300,53736.0,102094.0,HomeImp,Other,0.0,0.0,2.0,33.449694439,1.0,10.0,40.104809597
15300,,53184.0,DebtCon,Office,1.0,0.0,0.0,81.62597086,1.0,9.0,39.007822759
15300,33113.0,57991.0,DebtCon,Other,4.0,0.0,0.0,122.5788363,1.0,16.0,40.569888421
15300,78375.0,108175.0,HomeImp,Other,6.0,1.0,0.0,82.104836481,0.0,20.0,22.50324916
15300,49421.0,67343.0,DebtCon,Other,4.0,0.0,0.0,57.929415092,6.0,22.0,42.929614185
15400,32131.0,47338.0,HomeImp,Other,9.0,0.0,0.0,93.373142196,1.0,11.0,31.409186356
15400,63456.0,96794.0,DebtCon,ProfExe,3.0,0.0,0.0,85.529362471,0.0,28.0,37.362645
15400,,55421.0,DebtCon,Office,2.0,0.0,0.0,81.278511267,2.0,9.0,38.723895033
15400,30703.0,57184.0,HomeImp,Other,10.0,0.0,0.0,122.80432653,0.0,10.0,18.150902154
15400,28669.0,43078.0,DebtCon,Mgr,14.0,1.0,0.0,108.19889491,1.0,17.0,24.674174851
15400,101981.0,145125.0,DebtCon,Office,3.0,,,105.55256959,3.0,15.0,32.699440101
15400,39452.0,56834.0,DebtCon,Other,7.0,1.0,0.0,120.0565557,1.0,15.0,39.908934154
15500,38900.0,60500.0,DebtCon,Other,8.0,7.0,4.0,95.9,2.0,53.0,
15500,28269.0,52822.0,HomeImp,Other,9.0,0.0,0.0,120.61092122,1.0,9.0,18.182891915
15500,82054.0,104627.0,DebtCon,Sales,3.0,0.0,0.0,9.0485150864,1.0,35.0,60.645756259
15600,,66837.0,Unknown,Unknown,9.0,0.0,0.0,94.69068521,0.0,15.0,26.322569547
15600,27599.0,47615.0,HomeImp,Other,10.0,0.0,0.0,90.327628204,1.0,12.0,29.674749569
15600,89312.0,110431.0,HomeImp,ProfExe,2.0,0.0,0.0,110.42995037,1.0,25.0,39.2128036
15600,105959.0,121747.0,DebtCon,Other,0.0,0.0,0.0,120.53313143,2.0,21.0,39.294812813
15600,74156.0,101136.0,DebtCon,Mgr,11.0,0.0,3.0,107.38846759,0.0,24.0,27.69600093
15600,63500.0,80000.0,DebtCon,Sales,0.2,3.0,0.0,104.56666667,2.0,20.0,
15600,47537.0,66581.0,DebtCon,Other,7.0,0.0,1.0,116.6148587,3.0,48.0,30.372801078
15600,62582.0,131510.0,DebtCon,Self,2.0,0.0,2.0,122.60405287,1.0,17.0,38.588222397
15700,53443.0,77704.0,DebtCon,Office,2.0,0.0,5.0,73.087538893,0.0,16.0,45.195495871
15700,75764.0,97122.0,DebtCon,Other,5.0,2.0,0.0,70.72519735,0.0,21.0,24.431789613
15700,,28198.0,DebtCon,Other,12.0,,,87.620526369,2.0,9.0,32.445475521
15700,64185.0,84000.0,DebtCon,Other,0.2,2.0,2.0,112.03333333,2.0,26.0,
15700,60316.0,80000.0,DebtCon,Mgr,0.2,1.0,0.0,85.2,1.0,23.0,
15700,,54557.0,DebtCon,Office,2.0,0.0,0.0,93.044539516,2.0,8.0,41.25598551
15700,53478.0,68885.0,DebtCon,Other,5.0,0.0,0.0,83.69551611,5.0,17.0,40.349929995
15800,,30395.0,DebtCon,Other,12.0,,,85.274033545,2.0,8.0,33.565263987
15800,101246.0,142340.0,DebtCon,Office,2.0,,,109.29393259,2.0,16.0,33.770828549
15800,102552.0,138171.0,HomeImp,ProfExe,13.0,0.0,0.0,116.76318442,4.0,21.0,35.113150487
15800,58388.0,100944.0,HomeImp,Other,0.0,0.0,3.0,51.525147534,1.0,10.0,39.862520135
15800,20665.0,43790.0,DebtCon,Mgr,8.0,0.0,0.0,108.41393655,0.0,11.0,22.826892443
15800,42504.0,64847.0,HomeImp,Other,,0.0,0.0,120.73801298,2.0,18.0,36.834457555
15800,69928.0,,Unknown,Other,23.0,0.0,3.0,82.443985587,1.0,14.0,32.327262456
15800,74575.0,95815.0,DebtCon,Other,7.0,2.0,0.0,69.581348102,0.0,21.0,24.108726876
15900,52012.0,105877.0,HomeImp,Other,0.0,0.0,2.0,50.53156169,1.0,10.0,40.392256543
15900,49516.0,105352.0,HomeImp,Other,0.0,0.0,2.0,54.437325617,0.0,9.0,40.270607618
15900,38514.0,50309.0,DebtCon,Other,6.0,1.0,0.0,101.82614234,1.0,16.0,38.877808385
15900,79660.0,96393.0,DebtCon,Other,4.0,2.0,0.0,84.205779001,1.0,21.0,22.113193096
15900,68304.0,92271.0,DebtCon,Other,1.0,1.0,2.0,113.22840343,2.0,25.0,32.881846931
15900,71841.0,96424.0,HomeImp,Office,10.0,,,111.43725111,0.0,11.0,36.954969611
16000,74459.0,103255.0,DebtCon,Other,6.0,3.0,0.0,72.864590397,1.0,21.0,24.935229965
16000,20000.0,60000.0,HomeImp,Other,11.0,0.0,0.0,51.033333333,0.0,9.0,
16000,31000.0,54000.0,DebtCon,Other,16.0,0.0,0.0,110.6,1.0,18.0,
16000,101000.0,130000.0,DebtCon,ProfExe,7.5,0.0,0.0,102.5,0.0,14.0,
16000,90900.0,152300.0,HomeImp,ProfExe,5.0,0.0,0.0,102.5,0.0,17.0,
16000,65000.0,91000.0,DebtCon,Mgr,0.2,0.0,0.0,85.233333333,0.0,17.0,
16000,,33382.0,DebtCon,Other,13.0,,,84.93118132,1.0,9.0,33.720783378
16000,71670.0,84124.0,DebtCon,Other,10.0,0.0,0.0,81.596128837,3.0,12.0,32.948898967
16000,52546.0,63837.0,DebtCon,Other,7.0,0.0,1.0,122.19632494,2.0,49.0,30.143261328
16000,65901.0,85627.0,DebtCon,Office,5.0,0.0,0.0,117.35703247,0.0,20.0,21.445341417
16000,66395.0,85782.0,DebtCon,Other,1.0,2.0,1.0,99.519217551,1.0,25.0,33.20696963
16100,76644.0,103192.0,DebtCon,Other,5.0,2.0,0.0,76.077935453,0.0,20.0,24.187933859
16100,94089.0,159427.0,HomeImp,ProfExe,6.0,0.0,0.0,101.96046007,0.0,16.0,35.994979529
16100,,30695.0,HomeImp,Other,11.0,0.0,1.0,64.335741119,2.0,2.0,29.233014839
16100,45973.0,64430.0,HomeImp,Office,3.0,0.0,0.0,117.07375316,0.0,17.0,33.824716398
16100,63152.0,85097.0,DebtCon,Office,5.0,0.0,0.0,102.40089779,1.0,20.0,24.175532914
16100,33209.0,52000.0,DebtCon,Other,8.0,0.0,0.0,91.3,1.0,15.0,
16100,61712.0,82649.0,DebtCon,Other,12.0,0.0,0.0,94.645123603,0.0,9.0,27.548831204
16100,105719.0,116491.0,DebtCon,Other,1.0,0.0,0.0,117.87361206,2.0,20.0,38.763699701
16100,49244.0,65523.0,HomeImp,Office,2.0,0.0,0.0,110.21989337,0.0,17.0,31.001523706
16100,,29725.0,DebtCon,Other,11.0,,,85.951530438,2.0,8.0,33.496046557
16100,51041.0,72749.0,DebtCon,Other,8.0,0.0,0.0,90.325950674,2.0,15.0,43.897730329
16100,72942.0,99544.0,DebtCon,Other,5.0,2.0,0.0,54.945678873,1.0,20.0,23.282933392
16200,104896.0,137950.0,DebtCon,Office,2.0,,,112.28309435,2.0,15.0,32.761337964
16200,70703.0,87682.0,DebtCon,Other,10.0,0.0,0.0,87.211328556,3.0,10.0,31.379268837
16200,53600.0,73500.0,DebtCon,Other,5.0,,,104.73333333,1.0,8.0,
16200,22956.0,44866.0,DebtCon,Mgr,16.0,0.0,0.0,114.75901917,1.0,17.0,24.090882167
16300,67524.0,85577.0,DebtCon,Other,8.0,0.0,0.0,75.434327987,3.0,11.0,31.761828777
16300,49868.0,76131.0,DebtCon,Other,9.0,0.0,0.0,81.274155797,2.0,9.0,40.372556541
16300,34297.0,42629.0,HomeImp,Other,9.0,0.0,0.0,80.489238338,2.0,11.0,30.284772591
16400,102103.0,133626.0,DebtCon,ProfExe,5.0,0.0,0.0,95.366348366,0.0,14.0,31.275182524
16500,44330.0,72618.0,DebtCon,Other,6.0,0.0,0.0,101.49536566,2.0,15.0,41.457025199
16500,52028.0,63745.0,DebtCon,Other,7.0,0.0,0.0,105.53037606,4.0,18.0,41.344845835
16500,44110.0,65748.0,DebtCon,Other,7.0,0.0,0.0,99.193552575,3.0,14.0,41.415631251
16500,77049.0,98658.0,DebtCon,Other,5.0,3.0,0.0,77.992816106,0.0,21.0,23.120073801
16500,92900.0,116000.0,DebtCon,Mgr,10.0,1.0,,83.166666667,1.0,27.0,
16500,48833.0,68872.0,DebtCon,Other,1.0,0.0,0.0,60.390652294,0.0,12.0,22.459624387
16500,67619.0,93500.0,HomeImp,ProfExe,8.0,0.0,0.0,82.166666667,0.0,16.0,
16500,65900.0,87000.0,DebtCon,Other,26.0,0.0,3.0,109.56666667,5.0,35.0,
16500,50000.0,,DebtCon,Mgr,1.0,0.0,0.0,120.73333333,3.0,11.0,
16500,8795.0,164000.0,HomeImp,Mgr,23.0,0.0,0.0,76.066666667,2.0,21.0,
16500,,29168.0,DebtCon,Other,11.0,,,102.1303682,2.0,8.0,31.566885272
16500,36206.0,53040.0,HomeImp,Other,9.0,0.0,0.0,118.30137184,0.0,9.0,17.747783551
16600,55912.0,81552.0,DebtCon,Other,6.0,,,106.51293172,0.0,7.0,36.763752672
16600,45877.0,68563.0,HomeImp,Office,2.0,1.0,0.0,119.50076473,0.0,18.0,33.073048345
16600,74784.0,100221.0,DebtCon,Mgr,1.0,0.0,0.0,90.05044751,0.0,17.0,25.708393802
16600,,50732.0,DebtCon,Office,0.0,0.0,0.0,96.362894746,2.0,9.0,42.399139279
16600,,56631.0,DebtCon,Office,2.0,0.0,0.0,98.760223233,1.0,8.0,39.799527401
16600,71564.0,84627.0,DebtCon,Office,5.0,0.0,0.0,114.64013288,1.0,20.0,22.323142605
16700,,29387.0,DebtCon,Other,13.0,,,80.820591457,2.0,8.0,33.364491337
16700,102687.0,137417.0,DebtCon,ProfExe,7.0,0.0,0.0,97.763511856,0.0,14.0,31.10800492
16700,31135.0,60478.0,DebtCon,Other,14.0,0.0,0.0,105.13327106,0.0,18.0,39.122996804
16700,43794.0,61446.0,DebtCon,Unknown,6.0,0.0,0.0,96.454705906,1.0,9.0,28.452980859
16700,67238.0,96535.0,HomeImp,Office,7.0,,,103.47260819,0.0,10.0,39.349650518
16700,,56374.0,DebtCon,Office,1.0,0.0,0.0,73.428942397,1.0,9.0,40.829128728
16700,53423.0,85685.0,HomeImp,ProfExe,5.0,0.0,0.0,109.42942826,0.0,12.0,28.160611312
16800,44983.0,65000.0,DebtCon,Sales,4.0,2.0,1.0,77.033333333,6.0,43.0,
16800,27623.0,88231.0,DebtCon,ProfExe,8.0,0.0,0.0,122.46327196,0.0,12.0,55.962022219
16800,23670.0,41879.0,DebtCon,Mgr,17.0,1.0,0.0,106.39856975,0.0,17.0,26.696716261
16800,50445.0,71711.0,DebtCon,Other,5.0,0.0,0.0,71.230761689,5.0,18.0,40.582913478
16900,,51549.0,DebtCon,Office,1.0,0.0,0.0,75.413745563,1.0,8.0,40.628199233
16900,30856.0,56961.0,HomeImp,Other,11.0,0.0,0.0,116.81770737,1.0,10.0,20.344582168
16900,66812.0,90973.0,HomeImp,Office,9.0,,,108.00552587,0.0,10.0,37.469017947
17000,10866.0,171952.0,HomeImp,Mgr,24.0,0.0,0.0,79.991975497,2.0,21.0,29.846958737
17000,,,HomeImp,Unknown,1.0,0.0,0.0,111.23501181,0.0,21.0,31.362872385
17000,70085.0,81598.0,DebtCon,Office,7.0,0.0,0.0,117.19539923,1.0,20.0,21.981835715
17000,54780.0,93091.0,DebtCon,ProfExe,4.0,0.0,0.0,115.37533239,1.0,21.0,37.50862467
17000,73184.0,96889.0,DebtCon,Mgr,0.0,0.0,0.0,71.953791991,0.0,16.0,28.004398484
17000,60483.0,85015.0,HomeImp,ProfExe,4.0,0.0,0.0,116.52526509,0.0,12.0,27.29874318
17000,36420.0,54375.0,DebtCon,Other,1.0,1.0,0.0,77.7,1.0,18.0,
17000,55820.0,88683.0,DebtCon,Office,0.5,0.0,0.0,74.033333333,0.0,23.0,
17000,74910.0,112375.0,DebtCon,Office,41.0,0.0,0.0,95.2,3.0,28.0,
17000,52700.0,78000.0,DebtCon,Other,2.0,0.0,0.0,62.9,0.0,10.0,
17000,89600.0,115000.0,DebtCon,Self,20.0,,3.0,99.266666667,0.0,23.0,
17000,43000.0,63500.0,DebtCon,Other,8.0,0.0,0.0,46.666666667,3.0,11.0,
17000,51018.0,108148.0,HomeImp,Office,0.0,,2.0,114.9462923,0.0,23.0,40.241259872
17000,170636.0,188899.0,DebtCon,Unknown,1.0,4.0,0.0,67.408284966,1.0,13.0,44.751572195
17000,98451.0,138012.0,DebtCon,Office,3.0,,,120.23893457,2.0,15.0,33.953593917
17100,56791.0,94396.0,DebtCon,ProfExe,7.0,0.0,0.0,110.29408781,1.0,21.0,36.107340903
17100,53983.0,73688.0,DebtCon,Other,5.0,,,95.523512118,0.0,9.0,36.920385648
17100,74922.0,91187.0,DebtCon,Mgr,0.0,0.0,0.0,80.582655587,0.0,16.0,26.767768842
17100,59123.0,94247.0,DebtCon,Office,0.0,0.0,0.0,70.016360231,0.0,22.0,37.195085532
17100,43085.0,68758.0,DebtCon,Other,7.0,0.0,1.0,103.68385576,3.0,49.0,30.3535487
17100,,60781.0,Unknown,Unknown,8.0,0.0,0.0,101.01406133,0.0,14.0,27.719938143
17200,103519.0,118074.0,DebtCon,Other,0.0,0.0,0.0,102.6786125,1.0,21.0,41.418352854
17200,89507.0,121047.0,DebtCon,Other,14.0,0.0,0.0,118.86613395,1.0,9.0,34.602827396
17200,52011.0,65800.0,DebtCon,Other,7.0,0.0,1.0,120.32397922,2.0,48.0,30.556511873
17200,11950.0,170000.0,HomeImp,Mgr,22.0,0.0,0.0,77.283384968,1.0,20.0,28.82169866
17200,39316.0,66978.0,DebtCon,Unknown,4.0,0.0,0.0,99.985975956,1.0,10.0,26.437084055
17200,74402.0,,DebtCon,ProfExe,13.0,0.0,1.0,115.35303064,4.0,34.0,41.359036334
17200,35116.0,60489.0,DebtCon,Other,17.0,0.0,0.0,106.48623703,1.0,18.0,38.806240708
17200,85977.0,109238.0,HomeImp,ProfExe,3.0,0.0,0.0,115.55751256,1.0,25.0,38.948918735
17200,45900.0,68126.0,HomeImp,Office,4.0,0.0,0.0,111.12595174,0.0,17.0,34.179046884
17200,53849.0,102326.0,HomeImp,Other,1.0,0.0,3.0,57.166745124,1.0,9.0,39.991154244
17300,40280.0,66319.0,DebtCon,Unknown,4.0,0.0,0.0,101.32557693,2.0,9.0,27.975935447
17300,73000.0,95000.0,DebtCon,Other,5.0,2.0,1.0,90.3,6.0,30.0,
17300,99064.0,156306.0,HomeImp,ProfExe,4.0,0.0,0.0,90.449522446,0.0,16.0,35.750060441
17300,90768.0,116052.0,DebtCon,Other,13.0,0.0,0.0,120.24142622,2.0,9.0,35.81087795
17300,110614.0,137552.0,DebtCon,ProfExe,6.0,0.0,0.0,85.232500724,0.0,13.0,31.344365522
17300,91350.0,107834.0,HomeImp,ProfExe,3.0,0.0,0.0,118.13306488,0.0,24.0,37.610845011
17300,65077.0,91991.0,DebtCon,Other,0.0,2.0,3.0,114.02344238,2.0,26.0,35.90776048
17300,51107.0,64135.0,HomeImp,Office,4.0,0.0,0.0,115.00219496,0.0,17.0,32.251086122
17400,61035.0,90434.0,HomeImp,ProfExe,4.0,0.0,0.0,113.63599565,0.0,12.0,25.357194605
17400,62824.0,82243.0,DebtCon,Other,5.0,,,109.48274852,0.0,7.0,34.818444993
17400,25859.0,43684.0,DebtCon,Mgr,16.0,1.0,0.0,95.363068679,1.0,17.0,27.107619574
17400,43110.0,73614.0,DebtCon,Mgr,1.0,0.0,0.0,114.28918244,1.0,8.0,26.379108017
17400,11147.0,166496.0,HomeImp,Mgr,23.0,0.0,0.0,73.467517761,1.0,19.0,29.531664151
17400,54161.0,75500.0,DebtCon,Office,4.0,0.0,0.0,23.333333333,5.0,11.0,
17400,44479.0,78121.0,DebtCon,Mgr,1.0,0.0,0.0,117.3235888,0.0,9.0,27.133989435
17500,92986.0,114276.0,DebtCon,Other,13.0,0.0,0.0,116.96135784,2.0,8.0,36.251385732
17500,76100.0,98500.0,DebtCon,Other,5.0,10.0,1.0,59.833333333,5.0,16.0,
17500,51102.0,69532.0,DebtCon,Other,5.0,0.0,0.0,108.31608023,2.0,49.0,31.495945715
17500,100642.0,138550.0,DebtCon,Office,3.0,,,115.07594761,3.0,16.0,32.176380263
17500,56647.0,78000.0,DebtCon,ProfExe,11.0,3.0,2.0,92.3,7.0,29.0,
17500,46636.0,72908.0,DebtCon,Other,7.0,0.0,0.0,110.23090719,3.0,15.0,41.512292086
17500,61524.0,87188.0,HomeImp,ProfExe,3.0,0.0,0.0,115.80866085,1.0,13.0,25.401570002
17500,102858.0,138977.0,DebtCon,Office,2.0,,,100.28121919,2.0,15.0,31.669319454
17600,56090.0,103992.0,HomeImp,Other,1.0,0.0,2.0,46.875135751,1.0,10.0,39.081826438
17600,76043.0,95605.0,DebtCon,Other,3.0,2.0,1.0,85.04333493,6.0,30.0,47.840295122
17600,29201.0,41396.0,DebtCon,Mgr,19.0,0.0,0.0,89.20252735,1.0,16.0,23.93494584
17600,67285.0,90816.0,DebtCon,Other,1.0,1.0,2.0,104.59286688,2.0,25.0,35.592253541
17600,71366.0,87862.0,DebtCon,Office,5.0,0.0,0.0,116.79668509,0.0,20.0,23.400137117
17600,39063.0,54561.0,DebtCon,Other,17.0,0.0,0.0,107.94381754,1.0,17.0,38.919210327
17600,48487.0,65665.0,DebtCon,Other,6.0,0.0,0.0,100.17400375,2.0,15.0,43.769684913
17600,,66000.0,Unknown,Unknown,7.0,0.0,0.0,111.78570044,0.0,14.0,27.090894722
17600,61093.0,97551.0,DebtCon,Office,0.0,0.0,0.0,75.060829426,0.0,22.0,35.562993202
17700,64964.0,88856.0,DebtCon,Office,5.0,0.0,0.0,114.66761831,0.0,19.0,21.933006318
17700,50886.0,106673.0,HomeImp,Other,2.0,0.0,2.0,57.090659606,1.0,10.0,40.85911311
17700,,56402.0,DebtCon,Office,3.0,0.0,0.0,91.04574898,2.0,8.0,38.685506283
17700,107395.0,133433.0,DebtCon,ProfExe,6.0,0.0,0.0,96.157561735,0.0,13.0,27.592277381
17700,71399.0,96588.0,HomeImp,ProfExe,7.0,0.0,0.0,83.59853183,0.0,16.0,33.626585668
17700,98476.0,136319.0,DebtCon,Office,2.0,,,110.73572859,3.0,16.0,32.221024839
17700,58016.0,76416.0,DebtCon,Office,4.0,0.0,0.0,28.011491753,5.0,10.0,41.463373328
17700,,55796.0,DebtCon,Office,1.0,0.0,0.0,85.183412567,2.0,8.0,40.20948611
17700,56375.0,90435.0,DebtCon,Office,0.0,0.0,0.0,70.225870315,0.0,23.0,36.023276773
17700,72911.0,97317.0,DebtCon,Mgr,1.0,0.0,0.0,82.39838379,0.0,17.0,25.329250867
17700,82302.0,111228.0,HomeImp,ProfExe,4.0,0.0,0.0,118.4559036,0.0,25.0,37.160561204
17800,39686.0,67246.0,DebtCon,Unknown,5.0,0.0,0.0,114.18355498,1.0,10.0,27.575809699
17800,68889.0,85642.0,DebtCon,Other,0.0,2.0,2.0,105.76796088,2.0,25.0,34.629922009
17800,13839.0,171378.0,HomeImp,Mgr,23.0,0.0,0.0,86.702624803,2.0,21.0,31.359609533
17800,13660.0,173360.0,HomeImp,Mgr,23.0,0.0,0.0,78.838898801,2.0,21.0,30.062792323
17800,36902.0,57622.0,HomeImp,Other,9.0,0.0,0.0,121.87970265,0.0,10.0,19.142116568
17800,69306.0,94504.0,HomeImp,ProfExe,7.0,0.0,0.0,85.850829978,0.0,15.0,32.294216902
17900,62697.0,89848.0,DebtCon,Office,7.0,0.0,0.0,113.05889691,0.0,19.0,24.072191356
17900,66823.0,91680.0,DebtCon,Mgr,0.0,0.0,0.0,89.43649279,0.0,18.0,27.710657289
17900,38233.0,63578.0,DebtCon,Unknown,6.0,1.0,0.0,79.1215828,2.0,9.0,26.518830695
17900,70444.0,95860.0,HomeImp,Office,7.0,,,95.684254766,0.0,11.0,38.142822739
17900,96450.0,135822.0,HomeImp,ProfExe,6.0,0.0,1.0,90.3,6.0,5.0,
17900,51080.0,92051.0,HomeImp,Mgr,10.0,0.0,0.0,117.08978536,0.0,31.0,42.373232999
17900,68779.0,98623.0,DebtCon,Mgr,1.0,0.0,0.0,83.861641243,0.0,17.0,26.405666645
17900,,31953.0,HomeImp,Other,10.0,0.0,1.0,74.429307591,1.0,2.0,29.975603348
18000,49255.0,61752.0,DebtCon,Other,8.0,0.0,0.0,122.06196718,3.0,49.0,30.033722382
18000,72152.0,102671.0,HomeImp,ProfExe,7.0,0.0,0.0,84.639348205,0.0,16.0,32.886875225
18000,46865.0,61266.0,DebtCon,Unknown,5.0,0.0,0.0,102.59467389,2.0,9.0,26.353753375
18000,56000.0,78000.0,DebtCon,Unknown,4.0,0.0,0.0,108.53333333,0.0,16.0,
18000,12900.0,21500.0,HomeImp,Office,5.0,3.0,0.0,109.56666667,0.0,33.0,
18000,39005.0,60000.0,DebtCon,Other,10.0,2.0,0.0,112.63333333,5.0,5.0,
18000,47000.0,69000.0,DebtCon,Other,6.0,3.0,2.0,110.63333333,2.0,24.0,
18000,55169.0,114786.0,HomeImp,Office,2.0,,2.0,120.15410625,0.0,24.0,37.547732856
18000,48724.0,72654.0,DebtCon,Other,7.0,0.0,0.0,62.088605958,0.0,4.0,31.570298921
18000,74162.0,89823.0,DebtCon,Other,0.0,2.0,1.0,121.76146583,1.0,26.0,34.025207507
18000,114000.0,147140.0,DebtCon,Other,5.0,0.0,0.0,122.73333333,2.0,13.0,
18100,53524.0,102133.0,HomeImp,Other,0.0,0.0,3.0,52.94238739,1.0,9.0,40.616797274
18100,71814.0,89941.0,DebtCon,Other,10.0,0.0,0.0,83.167810785,3.0,11.0,32.285405494
18100,73356.0,86885.0,DebtCon,Other,10.0,0.0,0.0,73.746710533,3.0,12.0,31.571018889
18100,27239.0,39723.0,DebtCon,Mgr,17.0,0.0,0.0,111.53221405,1.0,16.0,24.449452808
18200,50250.0,72000.0,DebtCon,Mgr,10.0,2.0,0.0,75.066666667,3.0,28.0,
18200,93702.0,158647.0,HomeImp,ProfExe,4.0,0.0,1.0,96.177793274,0.0,16.0,34.709935978
18200,16386.0,170310.0,HomeImp,Mgr,23.0,0.0,0.0,73.007277303,2.0,20.0,29.804601445
18200,67809.0,89339.0,DebtCon,Sales,0.0,3.0,0.0,102.46098622,2.0,19.0,38.345340781
18200,55406.0,78682.0,DebtCon,Other,,0.0,0.0,122.71770946,0.0,39.0,33.693831299
18200,4447.0,21510.0,DebtCon,Other,,0.0,0.0,67.0,2.0,19.0,
18200,139000.0,171350.0,DebtCon,Other,0.1,0.0,1.0,102.5,7.0,18.0,
18200,4927.0,30198.0,DebtCon,Other,,0.0,0.0,89.599838668,1.0,19.0,41.230526879
18200,62141.0,90434.0,DebtCon,Office,0.0,0.0,0.0,69.410776649,0.0,22.0,35.357287245
18200,68743.0,92112.0,DebtCon,Mgr,0.0,0.0,0.0,95.34376502,0.0,16.0,26.692666627
18300,90337.0,103864.0,HomeImp,ProfExe,3.0,0.0,0.0,118.53458669,0.0,25.0,39.720488984
18300,31427.0,60249.0,DebtCon,Other,16.0,0.0,0.0,110.55227739,0.0,18.0,40.00125599
18300,35975.0,60500.0,DebtCon,Office,13.0,0.0,2.0,118.66666667,1.0,22.0,
